text,label,has_arbitration,arbitration_type,features,source,ambiguous,text_length,word_count,arbitration_keyword_count,legal_keyword_count
Optional arbitration procedures are available through JAMS.,1,True,optional,"optional_arbitration,choice_available",original,True,59,7,2,0
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of International Chamber of Commerce.,1,True,mandatory,provider_specified,synthetic,False,151,23,1,2
You consent to the exclusive jurisdiction of the courts located in Delaware.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,76,12,0,2
Legal proceedings may be initiated in any court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,144,21,0,3
Court proceedings are the exclusive remedy for any conflict arising from this agreement. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,207,32,0,3
All claims must be resolved through arbitration conducted by International Chamber of Commerce in the state where the Company is headquartered.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,143,21,1,1
"You and the Company agree that any controversy will be resolved through individual arbitration, and you waive your right to participate in class actions.",1,True,mandatory,class_action_waiver,synthetic,False,153,24,2,1
All claims must be resolved through arbitration conducted by American Arbitration Association in the state where the Company is headquartered.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,142,20,2,1
You consent to the exclusive jurisdiction of the courts located in New York. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,125,22,0,3
Any lawsuit or legal action must be filed in the appropriate court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,79,14,0,1
"Binding Arbitration. Except as otherwise provided herein, if you have a dispute with us, you agree to first contact us and attempt to resolve the dispute informally. If we are unable to resolve the dispute informally, any dispute, claim or controversy arising out of or relating to this Agreement shall be resolved through binding arbitration conducted by telephone, online or based solely on written submissions where no in-person appearance is required.",1,True,binding,"binding,informal_resolution_first,remote_arbitration,written_submissions",original,False,455,71,2,3
The parties may agree to submit disputes to arbitration if both parties consent.,1,True,optional,"optional_arbitration,choice_available",original,True,80,13,1,1
All claims must be resolved through arbitration conducted by International Chamber of Commerce in New York.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,107,16,1,1
Court proceedings are the exclusive remedy for any legal matter arising from this agreement.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,92,14,0,2
Binding arbitration will be the exclusive remedy for any disagreement related to this service. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,location_specified",synthetic,False,166,27,2,0
Court proceedings are the exclusive remedy for any claim arising from this agreement. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,155,23,0,3
You may choose arbitration or litigation to resolve any dispute.,1,True,optional,"optional_arbitration,choice_available",original,True,64,10,1,2
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
Binding arbitration will be the exclusive remedy for any controversy related to this service. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,location_specified",synthetic,False,165,27,2,1
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
Any claim arising out of or relating to this Agreement shall be resolved through individual arbitration in New York. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,188,32,2,1
Any lawsuit or legal action must be filed in the appropriate court in New York.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,79,15,0,1
You consent to the exclusive jurisdiction of the courts located in San Francisco County. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,158,24,0,2
Judicial proceedings are available for the resolution of any disagreement. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,19,0,4
The parties may engage in settlement discussions or mediation.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,9,1,1
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
Disputes will be resolved by a single arbitrator appointed under AAA rules.,1,True,mandatory,provider_specified,synthetic,False,75,12,2,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of ICC.,1,True,mandatory,provider_specified,synthetic,False,121,20,2,2
Judicial proceedings are available for the resolution of any disagreement. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,193,29,0,4
Any claim shall be resolved exclusively in the courts of California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,117,20,0,3
Any dispute shall be resolved exclusively in the courts of the state of incorporation.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,86,14,0,2
You may choose arbitration or litigation to resolve any dispute.,1,True,optional,"optional_arbitration,choice_available",original,True,64,10,1,2
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,305,48,2,3
Binding arbitration will be the exclusive remedy for any controversy related to this service.,1,True,binding,binding,synthetic,False,93,14,2,1
You agree to binding arbitration for all conflicts and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,86,15,2,0
Judicial proceedings are available for the resolution of any disagreement. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,193,29,0,4
You agree that all disputes will be settled by final and binding arbitration administered by AAA.,1,True,binding,"binding,provider_specified",synthetic,False,97,16,3,1
Binding arbitration will be the exclusive remedy for any controversy related to this service. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,location_specified",synthetic,False,244,37,2,4
The parties may agree to submit disputes to arbitration if both parties consent.,1,True,optional,"optional_arbitration,choice_available",original,True,80,13,1,1
Any controversy arising out of or relating to this User Agreement shall be resolved through binding arbitration in California. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,location_specified",synthetic,False,198,32,2,1
Optional arbitration procedures are available through AAA.,1,True,optional,"optional_arbitration,choice_available",original,True,58,7,2,0
You may choose arbitration or litigation to resolve any dispute.,1,True,optional,"optional_arbitration,choice_available",original,True,64,10,1,2
Any lawsuit or legal action must be filed in the appropriate court in the state of incorporation.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,97,17,0,1
Any lawsuit or legal action must be filed in the appropriate court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,79,14,0,1
"You and the Company agree that any claim will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,219,37,2,1
You agree that any legal action may be brought in federal or state court in San Francisco County. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,146,27,0,2
